Row ID,Year,Department Title,Payroll Department,Record Number,Job Class Title,Employment Type,Hourly or Event Rate,Projected Annual Salary,Q1 Payments,Q2 Payments,Q3 Payments,,,,,,
81309,2014,Police (LAPD),4301,2386814980,Police Officer III,Full Time,$48.62 ,"$101,518.56 ","$22,939.40 ","$27,012.80 ","$25,150.24 ",,,,,,
228471,2016,Airports (LAWA),0101,4174497048,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,170.24 ","$15,710.40 ",$0.00 ,,,,,,
228472,2016,Airports (LAWA),0101,3784531510,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,819.75 ","$16,643.21 ",$0.00 ,,,,,,
22054,2013,Police (LAPD),4301,3461201656,Police Officer II,Full Time,$51.22 ,"$106,947.36 ","$25,130.68 ","$29,155.94 ","$27,582.41 ",,,,,,
35673,2013,Public Works - Sanitation,7006,4142616045,Accounting Clerk I,Full Time,$29.35 ,"$61,273.14 ","$13,473.60 ","$18,233.55 ","$14,045.50 ",,,,,,
21293,2013,Police (LAPD),4301,2601881078,Police Detective II,Full Time,$54.62 ,"$114,050.48 ","$26,056.32 ","$30,434.08 ","$27,689.39 ",,,,,,
228473,2016,Airports (LAWA),0101,3826823289,Accounting Clerk,Full Time,$27.06 ,"$56,501.28 ","$15,173.90 ","$12,988.80 ",$0.00 ,,,,,,
86760,2014,Police (LAPD),4302,3456511058,Senior Clerk Typist,Full Time,$32.62 ,"$68,103.51 ","$15,496.88 ","$18,265.31 ","$15,655.98 ",,,,,,
228474,2016,Airports (LAWA),0101,2864530266,Accounting Clerk,Full Time,$33.63 ,"$70,219.70 ","$20,447.12 ","$16,142.46 ",$0.00 ,,,,,,
228475,2016,Airports (LAWA),0101,2390882798,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$19,899.84 ","$15,710.40 ",$0.00 ,,,,,,
228476,2016,Airports (LAWA),0101,1679148985,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,328.80 ","$15,710.40 ",$0.00 ,,,,,,
228477,2016,Airports (LAWA),0101,2133132520,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,672.47 ","$15,710.40 ",$0.00 ,,,,,,
38106,2013,Recreation And Parks,7901,3645612238,Architectural Associate I,Full Time,$40.78 ,"$85,148.64 ","$18,871.09 ","$21,845.60 ","$19,677.48 ",,,,,,
118000,2015,Airports (LAWA),0101,4000936345,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
106279,2014,Water And Power (DWP),,2979790434,Programmer Analyst,Full Time,,"$113,169.60 ","$30,275.95 ","$32,068.26 ","$34,571.35 ",,,,,,
79057,2014,Police (LAPD),4301,516610131,Police Officer III,Full Time,$49.79 ,"$103,961.52 ","$27,510.50 ","$27,882.41 ","$28,486.68 ",,,,,,
38959,2013,Recreation And Parks,7901,3400820779,Gardener Caretaker,Full Time,$25.08 ,"$52,369.65 ","$12,272.63 ","$13,803.54 ","$12,517.08 ",,,,,,
48285,2013,Water And Power (DWP),,2393747810,Machinist,Full Time,,"$99,514.08 ","$39,063.29 ","$43,684.34 ","$30,158.30 ",,,,,,
21108,2013,Police (LAPD),4301,2806717006,Police Detective II,Full Time,$53.16 ,"$110,998.08 ","$25,924.49 ","$31,592.07 ","$28,965.10 ",,,,,,
35092,2013,Public Works - Sanitation,7031,1790797175,Refuse Collection Truck Operator II,Full Time,$33.51 ,"$69,962.09 ","$18,096.09 ","$20,121.44 ","$17,885.31 ",,,,,,
55928,2013,Water And Power (DWP),,886762929,Custodian,Full Time,,"$54,496.80 ","$13,570.44 ","$15,184.75 ","$12,707.12 ",,,,,,
47247,2013,Water And Power (DWP),,3602484042,Utility Services Manager,Full Time,,"$137,724.48 ","$32,803.79 ","$39,403.06 ","$42,741.74 ",,,,,,
118034,2015,Airports (LAWA),0101,3206573111,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
47246,2013,Water And Power (DWP),,1233199439,Load Dispatcher,Full Time,,"$145,721.52 ","$47,843.57 ","$47,044.50 ","$36,870.73 ",,,,,,
34486,2013,Public Works - Sanitation,7007,1656477769,Environmental Engineering Associate II,Full Time,$45.60 ,"$95,212.80 ","$21,037.60 ","$24,564.70 ","$21,779.60 ",,,,,,
108211,2014,Water And Power (DWP),,2153995138,Management Analyst,Full Time,,"$99,075.60 ","$26,440.34 ","$27,906.72 ","$28,210.15 ",,,,,,
56163,2013,Water And Power (DWP),,1359555692,Heavy Duty Truck Operator,Full Time,,"$74,228.40 ","$8,532.00 ","$9,413.64 ","$6,749.76 ",,,,,,
63219,2014,City Attorney,1201,3939099032,Legal Clerk II,Full Time,$26.55 ,"$55,444.23 ","$12,616.29 ","$14,870.10 ","$12,745.80 ",,,,,,
15600,2013,Information Technology Agency,2701,3292310573,Programmer Analyst III,Full Time,$46.70 ,"$97,509.60 ","$21,768.00 ","$25,340.00 ","$22,564.00 ",,,,,,
66585,2014,Fire (LAFD),3001,2564078151,Fire Captain I,Full Time,$60.73 ,"$126,799.02 ","$37,764.67 ","$39,133.97 ","$29,353.20 ",,,,,,
89173,2014,Public Works - Contract Administration,6001,3745086519,Construction Inspector,Full Time,$43.36 ,"$90,539.33 ","$21,702.17 ","$26,262.45 ","$21,526.48 ",,,,,,
118086,2015,Airports (LAWA),0101,134425490,Airport Guide I,Part Time,$21.29 ,"$44,453.52 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
118087,2015,Airports (LAWA),0101,2293354096,Airport Guide I,Part Time,$17.18 ,"$35,871.84 ","$1,391.90 ",$0.00 ,$0.00 ,,,,,,
118088,2015,Airports (LAWA),0101,642479334,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
118089,2015,Airports (LAWA),0101,1738982162,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
118092,2015,Airports (LAWA),0101,887038540,Administrative Clerk,Part Time,$18.61 ,"$38,857.68 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
7160,2013,City Planning And Development (DCP),4201,625406762,Planning Assistant,Full Time,$37.49 ,"$78,279.12 ","$19,543.52 ","$22,267.36 ","$19,596.28 ",,,,,,
51890,2013,Water And Power (DWP),,2620230903,Systems Analyst,Full Time,,"$99,054.72 ","$26,596.40 ","$26,809.88 ","$22,959.10 ",,,,,,
55495,2013,Water And Power (DWP),,1012754491,Commercial Service Representative,Full Time,,"$70,386.48 ","$18,103.03 ","$18,370.82 ","$12,138.97 ",,,,,,
83574,2014,Police (LAPD),4301,554045209,Police Officer II,Full Time,$44.04 ,"$91,955.52 ","$20,773.70 ","$24,662.40 ","$23,698.99 ",,,,,,
103460,2014,Water And Power (DWP),,4200399965,Transmission & Distribution District Supervisor,Full Time,,"$186,541.92 ","$53,770.25 ","$39,707.92 ","$43,623.51 ",,,,,,
60535,2014,Airports (LAWA),0101,1932053376,Airport Guide II,Full Time,$20.63 ,"$43,075.44 ","$10,988.44 ","$12,402.34 ","$10,541.43 ",,,,,,
86271,2014,Police (LAPD),4301,2533217853,Police Officer II,Full Time,$41.33 ,"$86,297.04 ","$21,966.49 ","$22,556.00 ","$21,526.73 ",,,,,,
7247,2013,City Planning And Development (DCP),4201,27532666,Senior Clerk,Full Time,$30.15 ,"$62,958.16 ","$14,224.80 ","$16,595.60 ","$14,371.45 ",,,,,,
30186,2013,Police (LAPD),4302,2484929971,Police Service Representative III,Full Time,$43.76 ,"$91,374.80 ","$9,627.53 ","$12,062.54 ","$20,251.13 ",,,,,,
118111,2015,Airports (LAWA),0101,4094741203,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$570.24 ,$0.00 ,$0.00 ,,,,,,
118112,2015,Airports (LAWA),0101,2920585626,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$414.72 ,$0.00 ,$0.00 ,,,,,,
118115,2015,Airports (LAWA),0101,2917299366,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
13146,2013,General Services,3361,4163443937,Custodian,Full Time,$19.71 ,"$41,149.26 ","$9,747.88 ","$11,517.56 ","$9,973.85 ",,,,,,
27517,2013,Police (LAPD),4301,4111792357,Police Officer II,Full Time,$42.77 ,"$89,303.76 ","$20,106.80 ","$23,475.20 ","$21,317.96 ",,,,,,
21921,2013,Police (LAPD),4301,1125635740,Police Officer III,Full Time,$48.64 ,"$101,560.32 ","$22,907.20 ","$28,735.94 ","$26,951.74 ",,,,,,
23231,2013,Police (LAPD),4301,1773081534,Police Detective I,Full Time,$50.83 ,"$106,133.04 ","$23,840.00 ","$27,904.80 ","$25,139.40 ",,,,,,
69493,2014,General Services,3381,617395562,Storekeeper II,Full Time,$30.92 ,"$64,553.13 ","$14,834.28 ","$17,313.10 ","$14,839.80 ",,,,,,
118433,2015,Animal Services,0202,1349331932,Veterinary Technician,Part Time,$22.75 ,"$47,502.00 ","$4,345.25 ","$6,677.13 ","$5,869.51 ",,,,,,
118434,2015,Animal Services,0202,4001787135,Relief Animal Regulation Worker,Part Time,$19.32 ,"$40,340.16 ","$3,864.00 ","$6,491.52 ","$6,327.30 ",,,,,,
118435,2015,Animal Services,0202,3108366078,Relief Animal Regulation Worker,Part Time,$19.32 ,"$40,340.16 ","$5,438.58 ","$5,313.00 ","$2,782.08 ",,,,,,
118436,2015,Animal Services,0202,901598538,Animal Care Technician,Part Time,$20.03 ,"$41,822.64 ","$3,365.04 ","$5,608.40 ","$5,608.40 ",,,,,,
118437,2015,Animal Services,0202,287430144,Relief Animal Regulation Worker,Part Time,$19.32 ,"$40,340.16 ","$2,926.98 ","$5,280.16 ","$5,506.20 ",,,,,,
118438,2015,Animal Services,0202,1894012453,Relief Animal Regulation Worker,Part Time,$19.32 ,"$40,340.16 ",$714.84 ,"$7,028.62 ","$6,159.22 ",,,,,,
118439,2015,Animal Services,0202,776199937,Relief Animal Regulation Worker,Part Time,$19.32 ,"$40,340.16 ","$3,065.85 ","$5,182.86 ","$5,364.70 ",,,,,,
59315,2014,Airports (LAWA),0101,2437173463,Clerk Typist,Full Time,$25.04 ,"$52,279.87 ","$13,898.92 ","$19,147.76 ","$20,043.98 ",,,,,,
94265,2014,Recreation And Parks,7901,3338282379,Senior Accountant II,Full Time,$42.29 ,"$88,301.52 ","$21,920.35 ","$25,558.91 ","$21,704.77 ",,,,,,
81910,2014,Police (LAPD),4301,3487457635,Police Officer III,Full Time,$49.61 ,"$103,585.68 ","$23,386.00 ","$26,445.64 ","$25,017.80 ",,,,,,
114220,2014,Zoo,8701,905670327,Animal Keeper,Full Time,$22.70 ,"$47,397.60 ",$0.00 ,$0.00 ,"$1,114.60 ",,,,,,
38849,2013,Recreation And Parks,7904,476731404,Golf Starter,Full Time,$25.93 ,"$54,150.45 ","$12,863.10 ","$14,698.54 ","$13,046.92 ",,,,,,
86627,2014,Police (LAPD),4302,4072139038,Senior Clerk Typist,Full Time,$33.47 ,"$69,878.84 ","$16,353.34 ","$19,067.75 ","$16,064.10 ",,,,,,
34616,2013,Public Works - Sanitation,7011,1674305926,Environmental Compliance Inspector,Full Time,$37.94 ,"$79,218.72 ","$19,535.32 ","$22,611.96 ","$21,038.32 ",,,,,,
283302,2016,Water And Power (DWP),,2901214786,Steam Plant Operator,Full Time,$45.48 ,"$94,962.24 ","$33,497.28 ","$24,715.88 ",$0.00 ,,,,,,
283303,2016,Water And Power (DWP),,3169370247,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$45,899.42 ","$30,394.20 ",$0.00 ,,,,,,
283304,2016,Water And Power (DWP),,4219951891,Steam Plant Operator,Full Time,$50.78 ,"$106,028.64 ","$52,066.34 ","$28,451.92 ",$0.00 ,,,,,,
283305,2016,Water And Power (DWP),,1304923130,Steam Plant Operator,Full Time,$50.78 ,"$106,028.64 ","$41,190.59 ","$34,979.91 ",$0.00 ,,,,,,
283306,2016,Water And Power (DWP),,1384132445,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$40,978.08 ","$30,365.50 ",$0.00 ,,,,,,
283307,2016,Water And Power (DWP),,1352322432,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$28,183.96 ","$23,426.96 ",$0.00 ,,,,,,
283308,2016,Water And Power (DWP),,281965667,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$51,744.89 ","$26,767.50 ",$0.00 ,,,,,,
283309,2016,Water And Power (DWP),,1998540634,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$33,114.65 ","$25,164.01 ",$0.00 ,,,,,,
283310,2016,Water And Power (DWP),,2843716520,Steam Plant Operator,Full Time,$50.78 ,"$106,028.64 ","$36,446.14 ","$28,165.96 ",$0.00 ,,,,,,
283311,2016,Water And Power (DWP),,250980699,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$48,237.20 ","$31,782.96 ",$0.00 ,,,,,,
283312,2016,Water And Power (DWP),,996715513,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$32,922.27 ","$25,692.58 ",$0.00 ,,,,,,
283313,2016,Water And Power (DWP),,1343151691,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$52,328.72 ","$34,603.73 ",$0.00 ,,,,,,
283314,2016,Water And Power (DWP),,2666188896,Steam Plant Operator,Full Time,$50.78 ,"$106,028.64 ","$36,237.53 ","$33,487.29 ",$0.00 ,,,,,,
283315,2016,Water And Power (DWP),,1250626796,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$36,537.16 ","$30,142.47 ",$0.00 ,,,,,,
283316,2016,Water And Power (DWP),,1248062379,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$44,150.32 ","$32,846.70 ",$0.00 ,,,,,,
283317,2016,Water And Power (DWP),,68674259,Steam Plant Operator,Full Time,$45.48 ,"$94,962.24 ","$43,780.05 ","$31,076.02 ",$0.00 ,,,,,,
283318,2016,Water And Power (DWP),,262926458,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$32,075.18 ","$25,274.41 ",$0.00 ,,,,,,
283319,2016,Water And Power (DWP),,2312750837,Steam Plant Operator,Full Time,$49.55 ,"$103,460.40 ","$42,807.31 ","$34,538.94 ",$0.00 ,,,,,,
283320,2016,Water And Power (DWP),,1461209172,Steam Plant Operator,Full Time,$50.78 ,"$106,028.64 ","$49,746.34 ","$42,651.11 ",$0.00 ,,,,,,
283321,2016,Water And Power (DWP),,3345702800,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$54,908.45 ","$39,226.55 ",$0.00 ,,,,,,
283322,2016,Water And Power (DWP),,1891034000,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$41,151.97 ","$33,148.48 ",$0.00 ,,,,,,
283323,2016,Water And Power (DWP),,735242643,Steam Plant Operator,Full Time,$52.05 ,"$108,680.40 ","$55,395.51 ","$36,882.66 ",$0.00 ,,,,,,
283324,2016,Water And Power (DWP),,2210363358,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$36,045.75 ","$29,247.41 ",$0.00 ,,,,,,
283325,2016,Water And Power (DWP),,557618633,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$39,917.48 ","$30,336.15 ",$0.00 ,,,,,,
283326,2016,Water And Power (DWP),,2690568034,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$40,865.69 ","$27,713.07 ",$0.00 ,,,,,,
283327,2016,Water And Power (DWP),,1919275134,Steam Plant Operator,Full Time,$44.38 ,"$92,665.44 ","$34,651.54 ","$27,133.98 ",$0.00 ,,,,,,
283328,2016,Water And Power (DWP),,2754308744,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$53,773.29 ","$33,182.44 ",$0.00 ,,,,,,
283329,2016,Water And Power (DWP),,2901915297,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$42,845.15 ","$38,361.40 ",$0.00 ,,,,,,
283330,2016,Water And Power (DWP),,1952484564,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$40,476.72 ",$0.00 ,$0.00 ,,,,,,
283331,2016,Water And Power (DWP),,2084875566,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$52,093.78 ","$41,540.52 ",$0.00 ,,,,,,
283332,2016,Water And Power (DWP),,3311801482,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$46,553.22 ","$27,254.04 ",$0.00 ,,,,,,
283333,2016,Water And Power (DWP),,3942181981,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$51,577.40 ","$36,715.58 ",$0.00 ,,,,,,
283334,2016,Water And Power (DWP),,4287465335,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$53,276.83 ","$42,349.77 ",$0.00 ,,,,,,
283335,2016,Water And Power (DWP),,1719392799,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$48,575.57 ","$35,658.69 ",$0.00 ,,,,,,
283336,2016,Water And Power (DWP),,57860340,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$48,931.58 ","$34,575.03 ",$0.00 ,,,,,,
283337,2016,Water And Power (DWP),,3008987677,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$50,106.73 ","$35,344.13 ",$0.00 ,,,,,,
283338,2016,Water And Power (DWP),,1139989018,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$25,968.37 ",$0.00 ,$0.00 ,,,,,,
283339,2016,Water And Power (DWP),,739560710,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$44,773.51 ","$34,379.27 ",$0.00 ,,,,,,
283340,2016,Water And Power (DWP),,1100459118,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$44,070.92 ","$34,812.67 ",$0.00 ,,,,,,
283341,2016,Water And Power (DWP),,2924557279,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$50,229.94 ","$36,876.21 ",$0.00 ,,,,,,
283342,2016,Water And Power (DWP),,327856567,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$41,581.74 ","$34,429.88 ",$0.00 ,,,,,,
283343,2016,Water And Power (DWP),,2399800915,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$50,667.18 ","$45,319.61 ",$0.00 ,,,,,,
283344,2016,Water And Power (DWP),,27799429,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$39,601.62 ","$36,506.10 ",$0.00 ,,,,,,
283345,2016,Water And Power (DWP),,3194505173,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$54,535.64 ","$36,239.56 ",$0.00 ,,,,,,
283346,2016,Water And Power (DWP),,3648725707,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$57,764.70 ","$63,483.54 ",$0.00 ,,,,,,
283347,2016,Water And Power (DWP),,549468894,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$48,251.85 ","$41,696.62 ",$0.00 ,,,,,,
283367,2016,Water And Power (DWP),,782872524,Storekeeper,Full Time,$36.80 ,"$76,838.40 ","$27,917.69 ","$18,672.40 ",$0.00 ,,,,,,
283348,2016,Water And Power (DWP),,2890615331,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$62,594.70 ","$42,057.87 ",$0.00 ,,,,,,
283349,2016,Water And Power (DWP),,1486466985,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$54,568.49 ","$36,592.41 ",$0.00 ,,,,,,
283350,2016,Water And Power (DWP),,342635667,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$46,143.36 ","$22,926.39 ",$0.00 ,,,,,,
283351,2016,Water And Power (DWP),,667496933,Steam Plant Operating Supervisor,Full Time,$106.33 ,"$222,017.04 ","$68,201.20 ","$51,038.40 ",$0.00 ,,,,,,
283352,2016,Water And Power (DWP),,1499233479,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$48,556.92 ","$51,781.36 ",$0.00 ,,,,,,
283353,2016,Water And Power (DWP),,3255190541,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$49,103.95 ","$40,530.66 ",$0.00 ,,,,,,
283354,2016,Water And Power (DWP),,700096400,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$45,238.96 ","$38,701.17 ",$0.00 ,,,,,,
283355,2016,Water And Power (DWP),,1763108160,Steam Plant Operating Supervisor,Full Time,$66.93 ,"$139,749.84 ","$51,495.11 ","$36,556.11 ",$0.00 ,,,,,,
283356,2016,Water And Power (DWP),,4174455509,Steam Plant Operating Supervisor,Full Time,$60.40 ,"$126,115.20 ","$43,080.97 ","$32,188.44 ",$0.00 ,,,,,,
283357,2016,Water And Power (DWP),,2138240117,Steam Plant Operating Supervisor,Full Time,$62.21 ,"$129,894.48 ","$43,178.39 ","$35,202.97 ",$0.00 ,,,,,,
283358,2016,Water And Power (DWP),,2395011671,Steam Plant Operating Supervisor,Full Time,$63.77 ,"$133,151.76 ","$51,319.25 ","$37,182.73 ",$0.00 ,,,,,,
283359,2016,Water And Power (DWP),,2400980864,Stores Supervisor,Full Time,$59.05 ,"$123,296.40 ","$38,276.30 ","$28,414.00 ",$0.00 ,,,,,,
283360,2016,Water And Power (DWP),,297753882,Stores Supervisor,Full Time,$59.05 ,"$123,296.40 ","$42,440.76 ","$32,559.88 ",$0.00 ,,,,,,
283361,2016,Water And Power (DWP),,3477799282,Stores Supervisor,Full Time,$55.93 ,"$116,781.84 ","$35,742.25 ","$26,896.40 ",$0.00 ,,,,,,
283362,2016,Water And Power (DWP),,3375402741,Stores Supervisor,Full Time,$55.93 ,"$116,781.84 ","$36,649.45 ","$28,877.94 ",$0.00 ,,,,,,
283363,2016,Water And Power (DWP),,1438916470,Stores Supervisor,Full Time,$55.93 ,"$116,781.84 ","$38,555.66 ","$31,694.53 ",$0.00 ,,,,,,
283364,2016,Water And Power (DWP),,103320840,Street Tree Superintendent,Full Time,$67.56 ,"$141,065.28 ","$64,931.38 ","$52,127.49 ",$0.00 ,,,,,,
283365,2016,Water And Power (DWP),,2903165116,Street Tree Superintendent,Full Time,$71.33 ,"$148,937.04 ","$64,158.71 ","$46,293.17 ",$0.00 ,,,,,,
283366,2016,Water And Power (DWP),,716954876,Street Tree Superintendent,Full Time,$60.61 ,"$126,553.68 ","$55,562.37 ","$41,631.56 ",$0.00 ,,,,,,
283368,2016,Water And Power (DWP),,2150902641,Storekeeper,Full Time,$35.66 ,"$74,458.08 ","$25,865.94 ","$33,938.49 ",$0.00 ,,,,,,
283369,2016,Water And Power (DWP),,410293026,Storekeeper,Full Time,$36.80 ,"$76,838.40 ","$38,257.60 ","$34,506.87 ",$0.00 ,,,,,,
283370,2016,Water And Power (DWP),,817839577,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$26,070.76 ","$19,542.12 ",$0.00 ,,,,,,
283371,2016,Water And Power (DWP),,3404137564,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$25,733.51 ","$20,111.51 ",$0.00 ,,,,,,
283372,2016,Water And Power (DWP),,533244093,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$20,396.89 ","$18,100.97 ",$0.00 ,,,,,,
283373,2016,Water And Power (DWP),,2742155020,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$27,040.34 ","$18,492.69 ",$0.00 ,,,,,,
283374,2016,Water And Power (DWP),,3496927266,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$25,891.43 ","$20,420.23 ",$0.00 ,,,,,,
283375,2016,Water And Power (DWP),,4217343170,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$24,323.64 ","$18,901.15 ",$0.00 ,,,,,,
283376,2016,Water And Power (DWP),,2026452697,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$20,856.45 ","$18,122.00 ",$0.00 ,,,,,,
283377,2016,Water And Power (DWP),,4029966479,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$24,567.80 ","$18,949.13 ",$0.00 ,,,,,,
283378,2016,Water And Power (DWP),,630828968,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$22,563.53 ","$19,052.08 ",$0.00 ,,,,,,
283379,2016,Water And Power (DWP),,4266165527,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$29,024.98 ","$24,438.75 ",$0.00 ,,,,,,
283380,2016,Water And Power (DWP),,2613597579,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$26,506.01 ","$28,004.44 ",$0.00 ,,,,,,
283381,2016,Water And Power (DWP),,970568727,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$25,614.58 ","$20,771.41 ",$0.00 ,,,,,,
283382,2016,Water And Power (DWP),,658310775,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$33,306.87 ","$22,931.19 ",$0.00 ,,,,,,
283383,2016,Water And Power (DWP),,2223349082,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$28,725.26 ","$20,163.07 ",$0.00 ,,,,,,
283384,2016,Water And Power (DWP),,4278890373,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$17,017.50 ","$1,381.76 ",$0.00 ,,,,,,
283385,2016,Water And Power (DWP),,2716243130,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$15,176.72 ",$0.00 ,$0.00 ,,,,,,
283386,2016,Water And Power (DWP),,3953815453,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$27,903.95 ","$22,238.53 ",$0.00 ,,,,,,
283483,2016,Water And Power (DWP),,2679744185,Student Engineer,Part Time,$18.35 ,"$38,314.80 ",$0.00 ,"$1,761.60 ",$0.00 ,,,,,,
283387,2016,Water And Power (DWP),,3886745708,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$25,733.08 ","$20,826.92 ",$0.00 ,,,,,,
283388,2016,Water And Power (DWP),,172328782,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$38,752.98 ","$30,981.42 ",$0.00 ,,,,,,
283389,2016,Water And Power (DWP),,320896386,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$26,400.50 ","$20,999.42 ",$0.00 ,,,,,,
283390,2016,Water And Power (DWP),,1273776702,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$22,690.00 ","$20,032.16 ",$0.00 ,,,,,,
283391,2016,Water And Power (DWP),,697876391,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$28,440.13 ","$20,968.40 ",$0.00 ,,,,,,
283392,2016,Water And Power (DWP),,4067423377,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$29,328.48 ","$22,748.99 ",$0.00 ,,,,,,
283393,2016,Water And Power (DWP),,2526356372,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$24,196.00 ","$18,122.00 ",$0.00 ,,,,,,
283394,2016,Water And Power (DWP),,2833504437,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$24,206.00 ","$18,782.65 ",$0.00 ,,,,,,
283395,2016,Water And Power (DWP),,3490860941,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$24,193.92 ","$15,609.70 ",$0.00 ,,,,,,
283396,2016,Water And Power (DWP),,716959102,Storekeeper,Full Time,$37.65 ,"$78,613.20 ","$34,488.23 ","$31,596.59 ",$0.00 ,,,,,,
